Job Title	Job_URL	EX_level_demand	Time_Limitation	Search_Keyword	Posted_from	Description	Category1_URL_search	Category_1	highlight	Category2_URL_search	Category_2	Category3_URL_search	Category_3	Category4_URL_search	Category_4	Category5_URL_search	Category_5	Category6_URL_search	Category_6	Category7_URL_search	Category_7	Category8_URL_search	Category_8	Category9_URL_search	Category_9	Applicants_Num	Payment_Situation	Enterprise_Client	Freelancers_Num	Spent($)	Client_Country	Connects_Num	New_Connects_Num	Rating	Feedback_Num	Payment_type	Job_Cost	Hourly_Rate	Start_rate	End_rate
																																								$30.00 
																																								$15.00 
																																								
																																								
																																								$20.00 
																																								$30.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$15.00 
																																								
																																								
																																								$50.00 
																																								
																																								$30.00 
																																								
																																								
																																								$25.00 
																																								$40.00 
																																								
																																								
																																								$25.00 
																																								$30.00 
																																								
																																								
																																								
																																								$47.00 
																																								
																																								$13.00 
																																								
																																								
																																								$20.00 
																																								
																																								$8.00 
																																								
																																								
																																								
																																								$40.00 
																																								$45.00 
																																								$35.00 
																																								$25.00 
																																								
																																								
																																								
																																								$120.00 
																																								$170.00 
																																								
																																								$35.00 
																																								
																																								$40.00 
																																								
																																								
																																								$50.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								$45.00 
																																								
																																								$25.00 
																																								
																																								
																																								
																																								$35.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								$23.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$20.00 
																																								
																																								$50.00 
																																								
																																								
																																								
																																								$10.00 
																																								$25.00 
																																								
																																								
																																								
																																								$12.00 
																																								
																																								
																																								
																																								
																																								
																																								$50.00 
																																								$15.00 
																																								$50.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								$25.00 
																																								
																																								
																																								
																																								$25.00 
																																								
																																								
																																								
																																								$47.00 
																																								$45.00 
																																								$250.00 
																																								
																																								$30.00 
																																								
																																								
																																								$40.00 
																																								$35.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$10.00 
																																								
																																								
																																								$120.00 
																																								
																																								
																																								
																																								$25.00 
																																								
																																								
																																								
																																								
																																								$45.00 
																																								
																																								
																																								
																																								$15.00 
																																								
																																								
																																								$30.00 
																																								$40.00 
																																								
																																								$15.00 
																																								$75.00 
																																								
																																								
																																								
																																								$20.00 
																																								
																																								$25.00 
																																								
																																								$47.00 
																																								$40.00 
																																								$22.00 
																																								$50.00 
																																								
																																								
																																								
																																								$20.00 
																																								$30.00 
																																								
																																								
																																								
																																								
																																								
																																								$38.00 
																																								
																																								
																																								$20.00 
																																								
																																								
																																								
																																								
																																								$8.00 
																																								$40.00 
																																								
																																								
																																								
																																								$40.00 
																																								
																																								
																																								
																																								
																																								
																																								$29.00 
																																								$30.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$45.00 
																																								$20.00 
																																								
																																								$25.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								$15.00 
																																								$13.00 
																																								$10.00 
																																								
																																								
																																								$15.00 
																																								$45.00 
																																								$10.00 
																																								$20.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$230.00 
																																								$25.00 
																																								$47.00 
																																								
																																								
																																								$47.00 
																																								
																																								$40.00 
																																								$15.00 
																																								
																																								$25.00 
																																								
																																								
																																								$10.00 
																																								$15.00 
																																								
																																								
																																								
																																								
																																								$30.00 
																																								$120.00 
																																								$25.00 
																																								
																																								$20.00 
																																								$25.00 
																																								
																																								
																																								
																																								$25.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$55.00 
																																								
																																								
																																								
																																								
																																								$100.00 
																																								
																																								
																																								
																																								
																																								$60.00 
																																								
																																								
																																								
																																								
																																								$15.00 
																																								$25.00 
																																								$30.00 
																																								
																																								$20.00 
																																								$40.00 
																																								$80.00 
																																								
																																								
																																								
																																								$10.00 
																																								$120.00 
																																								
																																								$30.00 
																																								
																																								
																																								$40.00 
																																								$20.00 
																																								$69.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$30.00 
																																								
																																								$15.00 
																																								
																																								
																																								
																																								$45.00 
																																								
																																								$25.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$25.00 
																																								
																																								
																																								$29.00 
																																								
																																								
																																								$15.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$15.00 
																																								$15.00 
																																								
																																								
																																								
																																								
																																								
																																								$40.00 
																																								
																																								$60.00 
																																								$32.00 
																																								
																																								
																																								
																																								$15.00 
																																								$15.00 
																																								
																																								
																																								$10.00 
																																								$30.00 
																																								
																																								$40.00 
																																								$30.00 
																																								$45.00 
																																								
																																								$15.00 
																																								
																																								
																																								$25.00 
																																								$50.00 
																																								$30.00 
																																								
																																								
																																								$50.00 
																																								$25.00 
																																								
																																								$80.00 
																																								$150.00 
																																								$120.00 
																																								$15.00 
																																								
																																								
																																								$110.00 
																																								
																																								
																																								
																																								$120.00 
																																								
																																								
																																								$70.00 
																																								$10.00 
																																								
																																								$100.00 
																																								
																																								$40.00 
																																								$9.00 
																																								$40.00 
																																								$100.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$10.00 
																																								$10.00 
																																								$40.00 
																																								
																																								
																																								$25.00 
																																								$47.00 
																																								$15.00 
																																								$15.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								$45.00 
																																								
																																								
																																								
																																								$30.00 
																																								$55.00 
																																								$40.00 
																																								$15.00 
																																								$55.00 
																																								$10.00 
																																								$9.00 
																																								$70.00 
																																								$75.00 
																																								
																																								
																																								$40.00 
																																								$50.00 
																																								$45.00 
																																								
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								$85.00 
																																								
																																								
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								$50.00 
																																								
																																								
																																								
																																								
																																								$25.00 
																																								
																																								
																																								$47.00 
																																								
																																								
																																								$50.00 
																																								
																																								$75.00 
																																								
																																								
																																								
																																								$40.00 
																																								$40.00 
																																								
																																								
																																								$70.00 
																																								$30.00 
																																								
																																								
																																								$45.00 
																																								
																																								
																																								$35.00 
																																								
																																								$35.00 
																																								$40.00 
																																								$70.00 
																																								$55.00 
																																								$45.00 
																																								$150.00 
																																								
																																								
																																								$50.00 
																																								$25.00 
																																								
																																								
																																								
																																								$35.00 
																																								
																																								$35.00 
																																								
																																								
																																								
																																								
																																								$80.00 
																																								
																																								$30.00 
																																								
																																								$80.00 
																																								
																																								$90.00 
																																								
																																								
																																								
																																								$18.00 
																																								$30.00 
																																								
																																								$47.00 
																																								$40.00 
																																								$25.00 
																																								$80.00 
																																								
																																								
																																								$30.00 
																																								
																																								$200.00 
																																								$40.00 
																																								
																																								$35.00 
																																								$15.00 
																																								
																																								$45.00 
																																								
																																								$40.00 
																																								
																																								
																																								$30.00 
																																								$50.00 
																																								
																																								
																																								$40.00 
																																								
																																								
																																								
																																								$20.00 
																																								
																																								$150.00 
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								$10.00 
																																								
																																								$25.00 
																																								$65.00 
																																								
																																								
																																								$25.00 
																																								
																																								
																																								
																																								
																																								$40.00 
																																								$50.00 
																																								
																																								
																																								$30.00 
																																								$80.00 
																																								
																																								$70.00 
																																								$40.00 
																																								
																																								$60.00 
																																								$40.00 
																																								
																																								
																																								$25.00 
																																								
																																								
																																								
																																								$45.00 
																																								$30.00 
																																								
																																								
																																								$40.00 
																																								$29.00 
																																								$30.00 
																																								
																																								$45.00 
																																								
																																								$65.00 
																																								
																																								$60.00 
																																								$25.00 
																																								
																																								
																																								
																																								$69.00 
																																								$55.00 
																																								$35.00 
																																								$40.00 
																																								
																																								$45.00 
																																								$20.00 
																																								
																																								$100.00 
																																								$20.00 
																																								
																																								
																																								$20.00 
																																								
																																								
																																								$10.00 
																																								
																																								
																																								$30.00 
																																								
																																								$145.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$30.00 
																																								$26.00 
																																								
																																								
																																								
																																								
																																								$40.00 
																																								
																																								$30.00 
																																								
																																								$50.00 
																																								
																																								
																																								
																																								$40.00 
																																								$50.00 
																																								$30.00 
																																								
																																								$25.00 
																																								
																																								$100.00 
																																								$90.00 
																																								
																																								$55.00 
																																								
																																								
																																								
																																								$85.00 
																																								
																																								$15.00 
																																								
																																								$25.00 
																																								
																																								$25.00 
																																								$47.00 
																																								
																																								
																																								
																																								$45.00 
																																								
																																								$60.00 
																																								$25.00 
																																								$20.00 
																																								
																																								$50.00 
																																								$75.00 
																																								
																																								
																																								
																																								
																																								$150.00 
																																								
																																								$47.00 
																																								
																																								$30.00 
																																								
																																								$45.00 
																																								
																																								
																																								
																																								
																																								
																																								$45.00 
																																								
																																								
																																								
																																								
																																								$75.00 
																																								
																																								
																																								$30.00 
																																								$20.00 
																																								
																																								
																																								
																																								
																																								$30.00 
																																								
																																								$45.00 
																																								
																																								$30.00 
																																								$23.00 
																																								
																																								$40.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								$45.00 
																																								$26.00 
																																								
																																								
																																								
																																								$60.00 
																																								
																																								$35.00 
																																								
																																								$40.00 
																																								
																																								
																																								$45.00 
																																								
																																								$70.00 
																																								
																																								
																																								
																																								
																																								
																																								$80.00 
																																								$70.00 
																																								$29.00 
																																								$30.00 
																																								
																																								
																																								
																																								$20.00 
																																								$70.00 
																																								
																																								$45.00 
																																								
																																								
																																								$15.00 
																																								$30.00 
																																								
																																								$30.00 
																																								$30.00 
																																								$50.00 
																																								$30.00 
																																								
																																								$45.00 
																																								
																																								$25.00 
																																								$75.00 
																																								$40.00 
																																								
																																								
																																								
																																								
																																								$85.00 
																																								$30.00 
																																								
																																								
																																								$16.00 
																																								$50.00 
																																								
																																								$200.00 
																																								$20.00 
																																								
																																								
																																								$25.00 
																																								$40.00 
																																								
																																								$25.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$200.00 
																																								$59.00 
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$25.00 
																																								
																																								
																																								
																																								$35.00 
																																								
																																								
																																								
																																								
																																								$25.00 
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$30.00 
																																								
																																								
																																								
																																								$85.00 
																																								
																																								$65.00 
																																								$100.00 
																																								$47.00 
																																								$30.00 
																																								$75.00 
																																								$40.00 
																																								
																																								$15.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$100.00 
																																								
																																								
																																								
																																								$30.00 
																																								$40.00 
																																								
																																								
																																								$47.00 
																																								
																																								
																																								$60.00 
																																								
																																								
																																								$45.00 
																																								$20.00 
																																								
																																								
																																								
																																								
																																								
																																								$15.00 
																																								
																																								
																																								$25.00 
																																								
																																								
																																								$100.00 
																																								
																																								
																																								$90.00 
																																								
																																								
																																								$40.00 
																																								
																																								
																																								$100.00 
																																								
																																								$35.00 
																																								$30.00 
																																								$20.00 
																																								$24.00 
																																								
																																								
																																								$30.00 
																																								$200.00 
																																								
																																								$60.00 
																																								$25.00 
																																								$60.00 
																																								$40.00 
																																								
																																								
																																								$100.00 
																																								
																																								$25.00 
																																								
																																								$20.00 
																																								
																																								
																																								$100.00 
																																								$30.00 
																																								
																																								$30.00 
																																								
																																								$30.00 
																																								
																																								$50.00 
																																								
																																								$85.00 
																																								$60.00 
																																								
																																								
																																								
																																								
																																								$20.00 
																																								$47.00 
																																								$35.00 
																																								
																																								
																																								$50.00 
																																								
																																								
																																								
																																								$50.00 
																																								
																																								$75.00 
																																								$30.00 
																																								$45.00 
																																								
																																								$26.00 
																																								$20.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								$7.00 
																																								$25.00 
																																								
																																								$100.00 
																																								$30.00 
																																								
																																								
																																								$20.00 
																																								$47.00 
																																								$65.00 
																																								$30.00 
																																								$5.00 
																																								$10.00 
																																								$45.00 
																																								
																																								$25.00 
																																								$90.00 
																																								$45.00 
																																								$45.00 
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
